study,group,dosing_strategy,name,time,value,sigma,BW,IVDOSE_apap,IVDOSE_co2c13,PODOSE_apap,PODOSE_co2c13,PODOSE_metc13,Ri_co2c13
Meineke1993,NA,NA,co2_ratio_bic,3,6.37e-5,NA,75,0,0,0,25,0,0
Meineke1993,NA,NA,co2_ratio_bic,3.5,4.52e-5,NA,75,0,0,0,25,0,0
Meineke1993,NA,NA,co2_ratio_bic,4.01666666666667,3.69e-5,NA,75,0,0,0,25,0,0
Meineke1993,NA,NA,co2_ratio_bic,0.0833333333333333,2.84e-6,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,0.166666666666667,4.81e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,0.266666666666667,9.4e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,0.333333333333333,0.00105,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,0.416666666666667,9.54e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,0.516666666666667,8.04e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,0.65,8.43e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,0.85,5.45e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,1,4.67e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,1.25,3.81e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,1.5,3.07e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,1.75,2.47e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,2,2.25e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,2.48333333333333,1.65e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,2.98333333333333,1.22e-4,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,3.48333333333333,8.17e-5,NA,75,0,0,0,50,0,0
Meineke1993,NA,NA,co2_ratio_bic,4.01666666666667,6.57e-5,NA,75,0,0,0,50,0,0
Ciccocioppo2003,adult,NA,cum_met,0,0,0.75,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,cum_met,0.25,3.85,0.58,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,cum_met,0.5,11.92,0.58,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,cum_met,0.75,17.47,0.83,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,cum_met,1,21.87,1.3,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,cum_met,1.25,25.47,1.37,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,cum_met,1.5,30.41,1.59,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,cum_met,1.75,34.87,1.55,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,cum_met,2,39.81,1.95,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,cum_met,0,0,0.65,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,cum_met,0.25,3.42,0.51,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,cum_met,0.5,10.08,0.65,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,cum_met,0.75,14.95,0.83,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,cum_met,1,18.08,1.08,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,cum_met,1.25,22.8,1.3,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,cum_met,1.5,25.61,1.48,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,cum_met,1.75,29.03,1.77,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,cum_met,2,33.02,2.02,75,0,0,0,0,75,0
Holtmeier2006,control,NA,cum_met,0,0.72,0.57,75,0,0,0,0,150,0
Holtmeier2006,control,NA,cum_met,0.166666666666667,2.3,0.64,75,0,0,0,0,150,0
Holtmeier2006,control,NA,cum_met,0.333333333333333,8.64,1.58,75,0,0,0,0,150,0
Holtmeier2006,control,NA,cum_met,0.5,14,2.22,75,0,0,0,0,150,0
Holtmeier2006,control,NA,cum_met,0.666666666666667,17.04,2.55,75,0,0,0,0,150,0
Holtmeier2006,control,NA,cum_met,0.833333333333333,19.21,4.11,75,0,0,0,0,150,0
Holtmeier2006,control,NA,cum_met,1,20.69,5.15,75,0,0,0,0,150,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0,0,0.25,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.05,0.08,0.42,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.1,0.55,0.42,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.15,1.52,0.38,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.2,2.79,0.42,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.25,4.4,0.51,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.3,6.35,0.38,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.35,8.04,0.59,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.4,9.78,0.55,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.45,11.43,0.68,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.5,12.91,0.63,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.666666666666667,17.31,0.68,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,0.833333333333333,21,0.55,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,1,24,0.63,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,1.25,27.98,0.59,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,1.5,31.2,0.63,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,1.75,34.12,0.59,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,2,36.7,0.63,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,2.5,40.98,0.72,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,cum_met,3,44.49,0.72,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0,0,0.25,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.05,0.21,0.25,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.1,0.63,0.3,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.15,1.52,0.38,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.2,2.84,0.3,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.25,4.44,0.51,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.3,6.14,0.72,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.35,7.83,1.02,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.4,9.19,0.85,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.45,10.58,0.93,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.5,11.81,0.76,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.666666666666667,15.71,0.72,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,0.833333333333333,19.05,0.8,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,1,21.93,0.93,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,1.25,25.4,0.8,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,1.5,28.32,0.8,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,1.75,30.82,0.85,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,2,33.02,0.89,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,2.5,36.79,0.97,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,cum_met,3,39.75,1.02,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0,0,0.41,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.05,0,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.1,0.58,0.47,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.15,1.29,0.35,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.2,2.46,0.64,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.25,4.1,0.64,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.3,5.68,1,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.35,7.5,0.94,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.4,9.02,1.23,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.45,10.54,1.06,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.5,12.12,1.06,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.666666666666667,16.34,1.29,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,0.833333333333333,19.97,1.23,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,1,22.9,1.29,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,1.25,26.7,1.29,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,1.5,29.98,1.11,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,1.75,32.79,1.23,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,2,35.31,1.29,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,2.5,39.58,1.35,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,cum_met,3,43.02,1.47,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0,0,0.23,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.05,0.17,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.1,0.53,0.35,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.15,1.35,0.41,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.2,2.16,0.59,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.25,3.51,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.3,4.92,1,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.35,6.03,0.76,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.4,7.38,0.7,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.45,8.73,0.88,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.5,10.01,0.7,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.666666666666667,14.05,0.64,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,0.833333333333333,17.51,0.7,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,1,20.5,0.7,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,1.25,24.18,0.88,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,1.5,27.05,0.94,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,1.75,29.68,1.17,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,2,32.08,1.23,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,2.5,36.18,1.52,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,cum_met,3,39.33,1.82,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0,0,0.35,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.05,0.12,0.35,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.1,0.7,0.35,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.15,1.88,0.41,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.2,3.59,0.18,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.25,5.54,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.3,7.6,0.65,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.35,9.37,0.77,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.4,10.96,0.77,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.45,12.38,0.94,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.5,13.85,1.18,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.666666666666667,17.68,1,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,0.833333333333333,20.98,1.12,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,1,23.63,1.65,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,1.25,27.05,1.54,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,1.5,30.11,1.83,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,1.75,32.75,2.18,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,2,34.99,2.3,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,2.5,38.74,2.77,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,cum_met,3,41.85,3.07,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0,0,0.24,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.05,0.17,0.18,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.1,0.59,0.24,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.15,1.17,0.59,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.2,2.47,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.25,3.89,0.65,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.3,5.54,0.65,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.35,7.13,0.94,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.4,8.84,1,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.45,10.43,1.65,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.5,12.02,1.83,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.666666666666667,16.56,1,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,0.833333333333333,20.33,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,1,23.57,1.89,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,1.25,27.58,2.42,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,1.5,30.81,2.6,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,1.75,33.7,2.83,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,2,36.28,2.77,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,2.5,40.34,2.83,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,cum_met,3,43.62,3.01,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,cum_met,0,0,NA,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,cum_met,0.166666666666667,1.92,NA,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,cum_met,0.25,4.12,NA,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,cum_met,0.333333333333333,6.66,NA,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,cum_met,0.5,11.7,NA,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,cum_met,1,21.9,NA,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,recovery_met,0,0,0.51,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,recovery_met,0.25,38.36,2.56,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,recovery_met,0.5,28.5,2.22,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,recovery_met,0.75,24.03,1.67,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,recovery_met,1,19.45,1.17,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,recovery_met,1.25,17.47,1.17,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,recovery_met,1.5,14.1,1.05,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,recovery_met,1.75,12.39,0.85,75,0,0,0,0,75,0
Ciccocioppo2003,adult,NA,recovery_met,2,10.22,0.66,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,recovery_met,0,0,0.7,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,recovery_met,0.25,30.63,3.15,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,recovery_met,0.5,21.81,2.21,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,recovery_met,0.75,17.27,1.67,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,recovery_met,1,14.4,1.4,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,recovery_met,1.25,15.02,1.48,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,recovery_met,1.5,10.09,1.05,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,recovery_met,1.75,9.32,0.89,75,0,0,0,0,75,0
Ciccocioppo2003,elderly,NA,recovery_met,2,8.55,0.97,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0,0,0.25,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.05,3.44,0.5,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.1,13.76,1.67,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.15,23.16,2.23,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.2,29.79,2.94,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.25,36.07,2.45,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.3,36.71,1.99,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.35,35.08,1.6,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.4,33.13,1.06,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.45,31.88,0.89,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.5,29.97,0.74,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.666666666666667,23.23,0.6,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,0.833333333333333,19.73,0.46,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,1,17.25,0.35,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,1.25,14.48,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,1.5,12.22,0.46,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,1.75,10.8,0.28,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,2,9.63,0.28,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,2.5,7.72,0.39,75,0,0,0,0,75,0
Kasicka-Jonderko2008,middle-aged,NA,recovery_met,3,6.31,0.39,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0,0,0.32,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.05,4.11,0.43,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.1,15.07,1.63,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.15,22.73,2.59,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.2,29.93,3.3,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.25,33.02,2.84,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.3,32.56,2.27,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.35,29.61,1.67,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.4,29.26,1.21,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.45,27.84,1.06,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.5,25.75,0.96,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.666666666666667,21.25,0.82,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,0.833333333333333,18.09,0.67,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,1,15.65,0.6,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,1.25,12.78,0.46,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,1.5,10.83,0.39,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,1.75,9.45,0.43,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,2,8.29,0.46,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,2.5,6.59,0.35,75,0,0,0,0,75,0
Kasicka-Jonderko2008,young,NA,recovery_met,3,5.5,0.35,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0,0,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.05,4.34,0.94,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.1,12.97,1.04,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.15,21.75,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.2,30.19,1.04,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.25,30.05,1.13,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.3,29.67,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.35,28.07,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.4,27.59,1.04,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.45,26.13,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.5,24.53,0.94,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.666666666666667,20.19,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,0.833333333333333,17.83,1.04,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,1,15.42,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,1.25,13.02,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,1.5,11.13,0.94,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,1.75,9.95,1.04,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,2,8.68,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,2.5,6.79,0.9,75,0,0,0,0,75,0
Kasicka-Jonderko2011,18d,NA,recovery_met,3,5.09,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0,0,0.14,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.05,4.86,0.09,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.1,13.98,0.6,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.15,23.7,1.48,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.2,29.53,2.45,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.25,30.23,2.55,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.3,30.23,2.45,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.35,28.98,2.04,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.4,27.91,1.39,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.45,26.15,1.16,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.5,25.04,1.16,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.666666666666667,20.68,0.46,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,0.833333333333333,18,0.32,75,0,0,0,0,75,0
