model,simulation,study,group,subjects,observer,time,value,sigma,BW,PODOSE_apap,IVDOSE_apap,PODOSE_co2c13,IVDOSE_co2c13,Ri_co2c13,ti_co2c13,PODOSE_metc13,IVDOSE_metc13,ti_metc13
limax_pkpd_v50,methacetin,Holtmeier2006,NaN,20,cum_rec_metc13,1,20.69,5.15,75,0,0,0,0,0,10,150,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,0,0,NaN,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,0.166666666666667,23.85,1.078,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,0.25,30.63,1.067,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,0.333333333333333,32.18,0.865,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,0.5,27.03,0.529,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,1,15.82,0.26,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,0,0,NaN,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,0.166666666666667,21.64,1.381,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,0.25,27.01,1.387,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,0.333333333333333,27.16,1.141,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,0.5,23.19,0.8,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,mom_rec_metc13,1,13.5,0.402,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,0,0,NaN,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,0.166666666666667,1.92,0.092,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,0.25,4.12,0.175,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,0.333333333333333,6.66,0.244,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,0.5,11.7,0.33,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,1,21.9,0.411,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,0,0,NaN,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,0.166666666666667,2.1,0.12,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,0.25,4.4,0.209,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,0.333333333333333,6.96,0.284,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,0.5,11.93,0.378,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Lalazar2008,NaN,100,cum_rec_metc13,1,22.02,0.482,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,mom_rec_metc13,0,0,NaN,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,mom_rec_metc13,0.166666666666667,25.86,1.53,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,mom_rec_metc13,0.333333333333333,32.48,1.53,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,mom_rec_metc13,0.5,25.57,1.01,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,mom_rec_metc13,0.666666666666667,20.7,0.84,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,mom_rec_metc13,0.833333333333333,17.44,0.76,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,mom_rec_metc13,1,14.89,0.54,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,mom_rec_metc13,1.33333333333333,11.88,0.34,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,mom_rec_metc13,1.66666666666667,9.75,0.31,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,mom_rec_metc13,2,8.27,0.25,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,cum_rec_metc13,0,0,NaN,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,cum_rec_metc13,0.166666666666667,2.15,0.13,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,cum_rec_metc13,0.333333333333333,7.02,0.36,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,cum_rec_metc13,0.5,11.85,0.52,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,cum_rec_metc13,0.666666666666667,15.71,0.61,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,cum_rec_metc13,0.833333333333333,18.89,0.68,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,cum_rec_metc13,1,21.58,0.74,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,cum_rec_metc13,1.33333333333333,26.04,0.84,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,cum_rec_metc13,1.66666666666667,29.65,0.91,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Vranova2013,NaN,37,cum_rec_metc13,2,32.65,0.98,75,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_metc13,0,0,NaN,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_metc13,0.008333333333333,10.3337037037037,1.56756468252561,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_metc13,0.016666666666667,8.90703703703704,0.858290539049516,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_metc13,0.033333333333333,6.66148148148148,0.563501361177237,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_metc13,0.083333333333333,4.32740740740741,0.35917254721831,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_metc13,0.166666666666667,2.65703703703704,0.149546771023302,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_metc13,0.333333333333333,1.66703703703704,0.091840117017926,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_metc13,0.5,1.28307692307692,0.068045252458048,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_metc13,1,0.789615384615385,0.045111220215697,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_apap,0,0,NaN,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_apap,0.008333333333333,0,NaN,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_apap,0.016666666666667,0.015185185185185,0.012186495804462,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_apap,0.033333333333333,0.440740740740741,0.095006162325791,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_apap,0.083333333333333,1.41740740740741,0.134836362310821,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_apap,0.166666666666667,1.40666666666667,0.100975401687895,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_apap,0.333333333333333,1.27074074074074,0.088980001804588,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_apap,0.5,1.14461538461538,0.061253460923146,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,Mve_apap,1,1.05653846153846,0.05187670904822,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,DOB,0.016666666666667,9.23461538461538,1.3137579508829,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,DOB,0.033333333333333,20.9576923076923,1.93049681213767,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,DOB,0.083333333333333,30.0269230769231,1.80755859337118,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,DOB,0.166666666666667,30.8730769230769,1.37517788751716,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,DOB,0.333333333333333,26.2346153846154,0.682028775207708,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,DOB,0.5,23.696,0.586940736847792,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,DOB,0.833333333333333,21.004,0.433242920970936,74.9,0,0,0,0,0,10,149.8,0,30
limax_pkpd_v50,limax,Taheri2013,NaN,28,DOB,1,19.88,0.369517059339426,74.9,0,0,0,0,0,10,149.8,0,30
