model,simulation,study,group,subjects,observer,time,value,sigma,BW,PODOSE_apap,IVDOSE_apap,PODOSE_co2c13,IVDOSE_co2c13,Ri_co2c13,ti_co2c13,PODOSE_metc13,IVDOSE_metc13,ti_metc13
limax_pkpd_v50,bicarbonate,Roecker2001,NaN,8,DOB,0.007075471666667,6012.739,NaN,74.7,0,0,0,875,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Roecker2001,NaN,8,DOB,0.008490566666667,4050.9553,NaN,74.7,0,0,0,875,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Roecker2001,NaN,8,DOB,0.009591195,3031.8472,NaN,74.7,0,0,0,875,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Roecker2001,NaN,8,DOB,0.01100629,2573.2483,NaN,74.7,0,0,0,875,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Roecker2001,NaN,8,DOB,0.012264151666667,2191.0828,NaN,74.7,0,0,0,875,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Roecker2001,NaN,8,DOB,0.013679245,1808.9172,NaN,74.7,0,0,0,875,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Roecker2001,NaN,8,DOB,0.014937106666667,1630.5732,NaN,74.7,0,0,0,875,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Roecker2001,NaN,8,DOB,0.016352201666667,1579.6178,NaN,74.7,0,0,0,875,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,0.083333333333333,2.93E-06,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,0.183333333333333,4.52E-05,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,0.25,0.000108,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,0.333333333333333,0.000159,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,0.416666666666667,0.000159,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,0.516666666666667,0.000143,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,0.666666666666667,0.000132,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,0.833333333333333,0.000117,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,0.983333333333333,0.00011,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,1.26666666666667,8.56E-05,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,1.51666666666667,7.21E-05,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,1.75,5.71E-05,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,1.98333333333333,4.52E-05,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,2.46666666666667,3.47E-05,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,3,2.47E-05,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,3.5,1.67E-05,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D12.5_T1,10,P_CO2F,3.98333333333333,1.32E-05,NaN,75,0,0,12.5,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,0.066666666666667,1.62E-06,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,0.183333333333333,0.000225,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,0.216666666666667,0.000528,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,0.333333333333333,0.0005,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,0.416666666666667,0.000459,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,0.483333333333333,0.000369,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,0.683333333333333,0.000232,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,0.85,0.000189,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,0.983333333333333,0.00017,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,1.26666666666667,0.000139,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,1.51666666666667,0.000115,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,1.73333333333333,9.25E-05,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,1.96666666666667,7.8E-05,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,2.46666666666667,5.89E-05,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,2.95,4.67E-05,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,3.5,3.37E-05,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T1,10,P_CO2F,4,2.47E-05,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,0.083333333333333,5.89E-06,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,0.166666666666667,0.000406,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,0.233333333333333,0.000459,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,0.366666666666667,0.000528,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,0.433333333333333,0.000474,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,0.516666666666667,0.000445,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,0.65,0.000321,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,0.833333333333333,0.000247,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,1.01666666666667,0.000208,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,1.25,0.000172,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,1.48333333333333,0.000145,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,1.73333333333333,0.000121,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,2,0.000103,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,2.48333333333333,8.04E-05,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,3,6.37E-05,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,3.5,4.52E-05,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D25.0_T2,10,P_CO2F,4.01666666666667,3.69E-05,NaN,75,0,0,25,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,0.083333333333333,2.84E-06,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,0.166666666666667,0.000481,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,0.266666666666667,0.00094,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,0.333333333333333,0.00105,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,0.416666666666667,0.000954,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,0.516666666666667,0.000804,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,0.65,0.000843,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,0.85,0.000545,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,1,0.000467,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,1.25,0.000381,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,1.5,0.000307,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,1.75,0.000247,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,2,0.000225,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,2.48333333333333,0.000165,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,2.98333333333333,0.000122,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,3.48333333333333,8.17E-05,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D50.0_T1,10,P_CO2F,4.01666666666667,6.57E-05,NaN,75,0,0,50,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,0.066666666666667,1.21E-05,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,0.166666666666667,0.000617,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,0.266666666666667,0.00119,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,0.316666666666667,0.00189,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,0.433333333333333,0.00218,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,0.483333333333333,0.00208,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,0.666666666666667,0.00126,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,0.85,0.000969,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,1.01666666666667,0.000856,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,1.25,0.000699,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,1.5,0.000571,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,1.73333333333333,0.000504,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,1.98333333333333,0.000412,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,2.46666666666667,0.000293,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,3,0.000235,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,3.46666666666667,0.000175,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Meineke1993,D100.0_T1,10,P_CO2F,3.98333333333333,0.000139,NaN,75,0,0,100,0,0,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,1,23.82,3.12,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,2,51.99,2.99,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,3,62.88,3.27,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,4,78.14,2.46,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,5,79.82,2.61,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,6,84.73,1.64,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,7,86.01,1.68,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,8,86.97,2.63,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,9,84.69,1.5,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,10,92.03,2.15,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,11,95.97,1.88,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Leijssen1996,NaN,18,cum_rec_co2c13,12,93.22,1.33,75,0,0,0,0,1,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C13,6,cum_rec_co2c13,1,24.9,1.8,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C13,6,cum_rec_co2c13,2,62,4.7,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C13,6,cum_rec_co2c13,3,78.4,5.9,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C13,6,cum_rec_co2c13,4,88.9,2.3,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C13,6,cum_rec_co2c13,5,92.7,3,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C13,6,cum_rec_co2c13,6,90,5.8,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C14,6,cum_rec_co2c13,1,24.7,1.9,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C14,6,cum_rec_co2c13,2,61.4,4.8,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C14,6,cum_rec_co2c13,3,77.6,5.8,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C14,6,cum_rec_co2c13,4,88.3,2.3,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C14,6,cum_rec_co2c13,5,92.1,3.3,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,bicarbonate,Fuller2000,C14,6,cum_rec_co2c13,6,89.3,4.9,76.7,0,0,0,0,0.79,10,0,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0,0,0.32,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.05,4.11,0.43,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.1,15.07,1.63,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.15,22.73,2.59,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.2,29.93,3.3,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.25,33.02,2.84,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.3,32.56,2.27,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.35,29.61,1.67,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.4,29.26,1.21,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.45,27.84,1.06,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.5,25.75,0.96,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.666666666666667,21.25,0.82,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,0.833333333333333,18.09,0.67,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,1,15.65,0.6,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,1.25,12.78,0.46,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,1.5,10.83,0.39,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,1.75,9.45,0.43,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,2,8.29,0.46,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,2.5,6.59,0.35,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,mom_rec_metc13,3,5.5,0.35,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0,0,0.25,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.05,0.21,0.25,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.1,0.63,0.3,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.15,1.52,0.38,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.2,2.84,0.3,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.25,4.44,0.51,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.3,6.14,0.72,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.35,7.83,1.02,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.4,9.19,0.85,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.45,10.58,0.93,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.5,11.81,0.76,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.666666666666667,15.71,0.72,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,0.833333333333333,19.05,0.8,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,1,21.93,0.93,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,1.25,25.4,0.8,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,1.5,28.32,0.8,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,1.75,30.82,0.85,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,2,33.02,0.89,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,2.5,36.79,0.97,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,young,12,cum_rec_metc13,3,39.75,1.02,69.6,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0,0,0.25,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.05,3.44,0.5,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.1,13.76,1.67,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.15,23.16,2.23,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.2,29.79,2.94,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.25,36.07,2.45,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.3,36.71,1.99,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.35,35.08,1.6,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.4,33.13,1.06,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.45,31.88,0.89,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.5,29.97,0.74,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.666666666666667,23.23,0.6,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,0.833333333333333,19.73,0.46,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,1,17.25,0.35,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,1.25,14.48,0.53,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,1.5,12.22,0.46,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,1.75,10.8,0.28,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,2,9.63,0.28,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,2.5,7.72,0.39,67.9,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2008,middle-aged,12,mom_rec_metc13,3,6.31,0.39,67.9,0,0,0,0,0,10,75,0,10
